HUISNR,PC
20,4622RD
8,8263CG
8,8013RC
20,6121RE
1,4751XK
2,3433KN
3140,6604LV
3142,6604LV
3,3088HE
34,2991LR
16,3223PA
12,3088HH
5,3161WE
5,2992KB
61,3088GB
30,2404BR
56,3014ZS
107,2511DP
28,2984CD
22,1119NS
372,2983GR
46,3316BP
17,3055WV
2,3341GX
47,3087BW
2,3165AL
18,3261PX
20,3356LK
32,3331ML
12,3088HH
215,1119PD
16,9217RN
700,3083AS
77,3087BM
27,5651GG
2,3905NN
38,5804CD
5,3161WE
2,3161WD
19,3089JH
11,3165AA
44,5048AN
3,3195ND
30,3209BK
25,3223TL
31,3121XJ
6,3087AN
48,3708ZS
23,3114HC
13,3161HK
10,1044AB
20,4453VJ
12,3044CA
11,3012VG
12,3088HH
30,3016BC
8,9979XJ
21,3089JH
102,2661CV
186,3021DM
10,3221CB
52,5928PR
31,4765BH
155,3087AG
365,1437CG
85,3081AB
14,3233AM
700,3083AS
3,3208LA
10,5928NL
85,3088GE
1,4782SL
499,4389PA
16,5916RP
24,6199AC
4,6921RZ
28,7587GA
17,9645LZ
15,3016DE
15,3161GN
17,3201EJ
8,3011KA
53,3171EB
147,3036HJ
16,2984BA
106,3087AJ
2,3161WD
200,3073GR
560,3084CB
560,3084CB
560,3084CB
14,3011KA
1,2908LH
2,3194DE
7,3051BP
34,3074JB
10,3016CK
5,3161GR
35,3121XB
20,2661CP
253,2901LB
21,3089JH
7,3016CL
15,3197LG
62,3125AE
10,5928NL
78,3088HD
48,3088HJ
10,3194DJ
236,3067GJ
54,2992XC
22,1013BL
62,3125AE
8,3232HE
74,2992SR
33,3194AR
41,2992LB
700,3083AS
12,5171GB
48,3088HJ
20,3176PD
83,3072AP
66,3361HS
42,3201AB
170,3197KV
231,2902XE
17,7483PG
240,3197KV
10,2984BT
40,3011TA
64,2992XC
12,3088HH
50,3144EG
8,3135CD
60,3233SE
24,2984AN
18,3125AN
57,2992SB
30,4782PM
1,4761VD
4,3331EE
5,3197KL
3,3208LA
21,3089JH
4,3198LH
1,3199LL
24,3133LA
3,3133KT
33,3047BL
19,3134KG
7,3208LA
33,3131KZ
4,3197KJ
12,5657EN
50,1118LB
2,3045AK
9,4731TV
61,3088ED
28,3208KH
37,3181HK
5,2992KB
10,4617NX
35,3231AR
14,3232BP
2,3201AX
3,3198LR
84,3197LH
20,3197LE
24,3133LA
2,3261KN
12,3088HH
219,1118BH
95,3012KG
75,3196KH
98,3044BB
53,3088ED
1,2921LA
27,2676LM
25,2676LM
4,3087BL
57,3088GB
48,3088HJ
218,3012KP
216,3012KP
40,2991XV
3,3142GD
43,3089JD
177,3027BJ
33,2988BA
20,3281NG
6,4794SN
2,3281LS
5,4041AC
74,2992SR
20,3176PD
50,3161KG
61,3077AG
29,3161GJ
19,3089JH
52,2987VE
10,3021BN
33,2903LR
34,2952AS
19,3089JH
10,4455TE
6,3233CH
1,3208KP
75,2925VB
45,3012CA
110,2913LV
60,3079DN
115,2909LE
30,3137DL
26,3035GD
19,3089JH
2,2988CM
77,3087BM
24,3133LA
190,3011KD
190,3011KD
190,3011KD
173,3194DC
17,3088HG
186,3021DM
161,3071NR
52,2987VE
301,3222KE
14,3088EB
365,1437CG
14,3088EB
2,3133KW
2,2132WS
74,3041JA
13,3161HK
12,3088HH
30,3355ES
142,3331MA
21,3089JH
9,3134LV
17,2984BT
11,3165AA
25,3133KJ
118,3198LS
5,3047BR
21,2681NN
13,3065PE
63,3088GB
62,3161VG
14,2993PX
2,3208KH
30,3089KK
62,3621BR
1,2987AG
28,2984CD
50,3197KG
13,3161HK
24,3088HE
35,3053JR
106,3311NZ
14,3088EB
5,3161WE
40,2761JP
13,3161HK
3,2984BB
7,3016CL
20,3176PD
20,3176PD
29,3165AA
7,3161GR
10,3016CK
77,3087BM
107,2925EK
116,3012NC
1,3161GM
20,3311JD
2,3165AL
13,3171NC
2,3016BB
2,3016BB
2,3016BB
21,3089JH
20,3281NG
6,4794SN
21,3089JH
21,3089JH
5,3196KC
37,1118LA
3,1786PB
42,3133EN
2,3165AL
2,3194AP
45,3013AK
4,3045PV
9,2992SP
16,2994LD
46,4824AC
204,3197KV
48,3088HJ
41,3194AA
205,3027HV
81,3197LG
16,3088HC
2,3161WD
109,3081BJ
8,4782SC
83,3072AP
116,3063GD
180,3012KN
2,4791RN
10,3016CK
32,3832RC
27,3252LA
16,3161ED
202,1118LN
7,3016DE
3,3208LA
291,3328SV
117,3087BK
226,3331ML
39,1602ML
20,3176PD
2,2676LL
2,3281NB
5,3016CK
51,2907AX
4,4791RN
8,4906CW
17,4906CX
37,3194DH
3,3208LA
81,3197LG
3402,3205EK
2,4791RN
2,3281LS
42,3016BC
80,2652XL
23,2676LM
23,2676LM
51,3161EB
123,2151GP
12,3088HH
25,3133ES
27,3088EC
1017,6546BB
53,4033KD
22,3133KS
38,3013AP
2,3201AX
84,3084CB
80,2181BT
42,3016BC
5,3161GR
6,3197LD
6,3197LD
6,3197LD
19,2242HK
27,3223HB
301,3222KE
63,3088GB
97,3244AM
24,3079DB
85,1119PA
77,3087BM
12,3089KC
20,3176PD
4,3011VZ
47,2906SC
27,1175RK
130,3012NC
2,3016BB
213,3062CE
526,1023BX
742,2909VA
17,2984BE
14,3011KA
24,2901JV
19,3336LH
5,2992LA
33,3131KZ
14,3208KB
24,3055LE
59,3204BP
2,2994LD
19,3089JH
45,3013AK
7,3051BP
2,3016BB
32,4818CL
18,2992LA
59,2611RV
1,3161GM
15,3223WE
107,3088GC
6,9563TV
190,2988DC
700,3083AS
70,3084CC
20,2132WT
23,3352XE
14,3054CH
15,3161GN
28,3077ZE
24,3088HE
16,3089JC
20,3176PD
20,3176PD
100,3062MB
19,6931EZ
4,2984BG
32,4818CL
16,3261LX
21,3089JH
1,4761VD
11,3165AA
2,3165AL
31,3165AA
4,3336LA
1,3161GM
21,2132JA
62,3341LJ
405,1442LB
264,3201WP
11,3165AA
201,1118DW
6,4782SK
21,7742PT
19,6921RE
69,2991XR
57,2761BR
61,7991RT
11,4611TS
49,4782PM
25,3223TL
151,3194DC
21,3089JH
11,3088HG
80,3029AK
875,3199LD
35,3089KM
53,3196KH
7,3196KC
7,3196KC
5,3196KC
3,3208KP
4,3281TW
16,3064LT
41,3194AA
57,3077AS
11,3241MD
1,1951JZ
57,1014BA
129,2905TZ
14,3161ED
59,2821LA
111,3063GD
119,3071NK
2,3161WD
7,3072DE
240,1101EE
111,3087AE
3,3233KK
10,2984AT
20,3068MV
24,3133LA
24,3161ED
3,2871RP
502,1047HB
3,4761RL
3,4761RZ
124,2974VH
90,2909LC
3,3116HB
4,3089JC
21,3089JH
350,3331MC
43,3088GB
699,1017JV
7,3087AB
26,3053JV
39,3088GB
27,3355BH
10,2921LA
55,3088HE
7,3051BP
12,1119NR
51,2723RB
10,3151HS
18,3125BC
20,3011RG
15,3161GN
206,3197KV
11,4921ZA
875,3199LD
875,3199LD
9,3115JD
24,3291CK
41,3088GB
10,5581CZ
66,2991VD
2,3045AK
497,4389PA
63,2992CR
20,3176PD
6,3244LC
61,2991LJ
38,3336LP
56,2651AV
21,3316BB
9,4931NA
25,3223TL
40,2991LD
7,2952AP
151,3194DC
6467,4836LH
1,1118EC
16,3165AL
20,3176PD
6,3161GD
46,2907EA
28,3341GK
78,3135NS
16,3011TA
83,3316AK
3,4202MS
11,2922EN
28,3208KH
64,2741EZ
7,3114HB
7,3051BP
875,3199LD
33,4389PC
4,1044AE
77,3087BM
1,3334KE
162,3045PD
162,3045PD
100,3316AZ
22,2954CA
3,3197LR
1,3331ML
35,3047BL
158,2517KP
12,3233BZ
192,5928RH
2,3115HH
182,3331ML
19,4906CG
46,3047AC
184,3197KV
1,3181HX
262,3021HR
24,6222NE
41,3088GB
4104,5692DC
1,4791PB
115,2909LE
199,3161PG
68,3281NC
7,3161GR
742,2909VA
742,2909VA
34,3054EL
41,3194AA
7,3161GR
6,4202MN
5,3161WE
77,3087BM
45,2982CH
44,3197KJ
742,2909VA
80,3197LH
15,3089JA
33,3131KZ
2,3194DE
17,3117VB
1,1118EC
1,1118EC
56,3237AX
12,3011BL
2,4202ML
43,3089JD
73,2907LH
24,3088HE
9,1118EE
7,3115JC
61,3088GB
71,3311JG
15,2902BR
57,3088GB
23,4782PP
20,3176PD
6,3208KE
96,2991CN
83,3087BM
742,2909VA
20,3176PD
41,3014AK
183,3197KA
14,3011KA
110,3331MA
28,2992ZX
10,3195KN
8,3067BW
17,3114SW
22,5753RC
6,3087AN
71,5342LW
30,3199LB
20,2993LE
9,3115JD
1,3165AA
538,2903HK
14,3233AM
1,3248LK
14,3011KA
24,3161ED
12,3067PR
9,3053JV
25,3335DB
26,2991LH
19,2408CW
12,3113AR
84,3065SN
53,1505HJ
466,3331LK
21,3088EA
5,2907ZA
10,2652LE
17,2951SX
76,3299AH
2,3352XG
280,3012NJ
150,3012KM
48,2651AV
5,4791VC
41,5465PX
31,4765BH
54,2992XC
36,3059TA
11,2952AV
51,2908KB
14,2665RM
2,3016BB
11,2991LG
1,3224HA
3,3208KP
300,1438AN
1,3233LM
45,3013AK
12,4762AE
100,3145SZ
7,1118DT
207,4794AK
27,2982BA
32,3089JA
42,3111PH
5,3196KC
14,3011KA
33,3165AA
123,3083ZH
1,3161GM
20,2993LE
24,3133LA
81,3087BM
44,2761DP
9,3223PP
6,3197LD
20,3232BL
30,3336LE
35,3342GE
6475,4836LH
19,6931EZ
32,3162XH
2,2921LB
99,2652KA
1,2831XM
1,3316AX
73,3162TM
35,3089KM
1,3261PC
44,3011XS
6,3161GL
742,2909VA
742,2909VA
763,3011BT
2,3165AL
2,3194AP
35,2665VK
1,1437EP
12,3088HH
2,1118LK
366,2983GR
5,2132HN
30,3355ES
21,4565ER
59,4797HJ
2,3016BB
153,1438AX
57,2992SB
4,3257AG
29,5236SJ
3,3133EB
22,3218BJ
81,3023JA
97,3012KG
1242,2909VA
22,3044AW
87,3133AV
110,3331MA
15,2991LE
2,4328PN
80,2901RD
15,2902BR
2,3352XG
24,4903RC
4,2802AN
24,2841EB
68,2994LD
45,3013AK
16,3194JX
8,3016BB
52,2987VE
16,3208LD
300,3316LB
16,2984BA
29,2132MT
16,2987VD
75,3079WC
6,2991XV
2,3161WD
20,3271VJ
28,3087BP
25,3133KJ
37,3088GA
40,3044CK
115,2909LE
199,3054AE
13,2771VN
23,3315TX
4,3342GR
53,3196KH
248,3067VC
87,3133AV
31,3115HA
9,2991LG
12,3284AS
66,2991VD
155,2913LV
24,3363KH
61,3088GB
88,2991CN
109,3341LW
2,4791RN
2,3291LT
366,2983GR
13,3274KK
11,2911BL
33,3335LR
23,3335LR
14,3295PG
70,3084CC
70,3084CC
83,3316AK
6,3161ED
16,3371RM
66,3124VC
240,3197KV
1,3044AK
133,3059XA
109,3341LW
3,3732HX
88,1118LB
11,3088HG
12,2994LD
73,3314TE
111,3087AE
268,3311HK
170,3071NS
12,3062RH
50,3316BG
26,3087BL
15,3281HA
12,4871NV
1,4791PB
72,2992SR
2,3016BB
2,3016BB
199,3054AE
348,2951JG
8,3059RP
28,3342GE
19,3371XA
1,2802AC
22,4424NC
16,3162RB
150,3331MA
2,2969CC
102,3233AH
22,3465KE
68,2804NV
12,3088HH
41,3194AA
43,3055PB
27,3252LA
33,3068JN
359,3125BJ
39,3088GB
13,3088GN
33,3342GL
95,3132GM
15,2902BR
84,2678HA
12,3088HH
15,1118LA
15,2908LT
63,3044CJ
12,2952DA
1,3161GM
3,4652GE
7,3195ND
58,3284KT
23,3011SK
10,2964LE
45,3331LD
12,2994LA
20,3342GT
15,3087BG
25,3133KJ
98,2922VG
2,3016BB
2,3016BB
16,2993LD
1,2935WV
18,3171PJ
72,2992SR
26,3297LC
12,3088HH
21,8071JG
37,3248BA
34,3371HJ
45,3088HE
101,3181XK
28,3208KJ
3,4941TA
136,3354VD
11,3361CG
2,2991EM
41,3088GB
39,3088GB
37,3089KA
48,3241DC
136,5928RH
46,3016BC
28,3291CE
134,3194AM
29,3194AR
149,3271KB
35,2904SE
33,3034BB
30,3027AR
116,3063GD
72,3084CC
57,3088GB
24,3088HE
1,3252AH
228,2986VR
466,3331LK
466,3331LK
18,3328DA
119,3341LW
10,3089JK
49,3161LV
61,3031BB
2,4791RN
2,4791RN
2,4791RN
430,2952DE
50,1119PE
211,2952DC
2,3261KN
39,3088GB
21,3342GT
12,3233LK
40,4209DB
11,2351CL
466,3331LK
17,3082ZA
20,5253CA
613,3065SC
37,3011AA
10,3261SX
466,3331LK
29,2675KB
8,3232HE
3,3255NB
48,3207RC
2,3088HH
1,3087AM
12,3113AR
95,2901TA
79,3087BM
12,3194WN
595,2741PT
29,3262AA
10,3221CB
26,1339CA
190,3197KV
17,2901EP
34,2991LR
91,3081NG
1,3161GM
830,3032AL
12,4871NV
12,4871NV
466,3331LK
16,3115HB
24,2984AG
25,3133KJ
41,3194AA
30,3089KK
167,3316GZ
38,2914BN
27,2986BG
138,3353GW
559,2287AJ
3,2583CL
57,3134ZB
127,2514AM
38,2583DK
10,2267BE
90,2525NE
3,2583CL
43,2548JE
20,3134KL
2,2514HP
72,2525EL
52,2153PL
41,3194AA
50,2595AR
6,8331VA
27,2723AK
37,2242VR
9,2492LX
47,2562GH
25,2242RD
71,2583JV
5,4709RM
15,2291PA
6,2627BP
86,3481HG
57,2625NV
8,2288GM
14,3077AL
17,3151ZJ
29,2675KB
136,2561XC
40,3071NB
20,2641KC
19,2728GC
80,3029AK
38,8311PP
65,2407BE
22,9206AT
4,2641ST
3,1115BJ
20,3088GN
8,4782SC
12,2678AC
13,2641KP
19,2988AT
8,4782SC
43,2665PC
151,3198LS
11,1115GW
55,2676LM
5,2295NN
20,3197LE
6,2622JZ
224,2665MR
85,3089JD
1,5256PK
22,2719JX
20,3197LE
30,2516BD
242,2685DC
51,3155GL
31,2641KS
131,2712XK
37,2574KC
45,2665KN
22,2719DA
18,2548SH
18,2631WL
60,2718SG
105,2651LG
11,2266NA
20,2641KC
1,2908LH
49,2651KR
101,2909LE
14,2545WE
12,2406XL
14,2522EP
7,2493ZV
23,1019RL
252,2526VL
434,2525WV
12,3113AR
120,2988DC
11,2266NA
11,2266NA
4,2241WJ
83,2497NB
5,3237MB
76,2627AN
9,2722NH
252,2676LV
16,2493WB
11,2665WB
10,2665KN
415,2676LV
9,2671ZN
9,2492WE
4,3045PV
46,2282XV
71,2676LS
176,2665KH
65,2718RD
221,2511BP
132,2583DX
35,2678BA
87,2312XT
44,2671AS
24,2675WX
7,2295RH
12,2211SK
11,2671HW
9,2404CB
7,2691AX
26,3085KA
39,2496XW
2,2665MT
5,2408AP
8,2161LE
948,2136NH
77,3087BM
44,2291RL
305,1118BJ
135,3047AT
5,2722PX
18,2405CK
14,2512PA
8,2691NL
32,2692CM
211,1013AP
160,2593VP
13,2231MJ
394,2676LV
5,2651KN
431,2676LV
313,1431GB
433,2161DB
10,2678PS
3,1118EC
1,2525KC
108,2712XP
393,2571PN
8,2273AD
63,5047SE
3,5925BN
10,2493ZW
30,2678PT
4,2275CH
24,2321GK
2,2716BX
4,2391PE
3,2731BR
52,2171AM
23,2382NS
22,2318BZ
52,2343LB
7,2181AK
5,2421LR
3,2181HG
30,2182BM
35,2222AG
50,2408AN
51,2451BB
4,2181HA
1,6628KB
28,2481AE
4,2311VW
17,2161LE
59,2441LC
39,2201AA
73,1013AP
68,2404HN
15,2451VV
21,2311PK
50,2408AN
39,2201AA
4255,5503LM
35,2381LR
433,2161DB
2,2222AV
31,2251TN
3,3208LA
50,2408AN
10,2171TW
700,3083AS
15,2221WC
32,2403EX
16,2171LW
132,1111RN
10,1187ZZ
39,2201AA
5,2382EJ
137,2404HH
72,2401MZ
68,2352XN
32,2315SR
10,2408AW
5,2391PM
40,2406KT
7,3565CK
13,2742RB
63,2211WH
39,2201AA
2,2461EM
30,2254AG
4,2411NH
225,2396AS
10,2411PR
138,2353DW
2,4814DB
117,2371BT
3,2771AE
3,2408ZC
38,2408AN
6,2315SR
77,3087BM
63,2211WH
10,2731BR
30,2771DA
125,2593BM
30,1118LD
98,2371DH
254,3011XZ
11,2182DV
25,2161AS
9,2405CC
3,2031BJ
31,1118EE
12,2235DK
42,2201GN
121,2861AN
10,2821AT
14,2771CE
73,2941AS
199,2941BK
22,4175LS
2,3297LG
7,4651ST
99,2741PH
595,2741PT
14,2913LP
22,2742LC
1,2802AE
194,2665LE
232,3067GJ
2,2861DZ
6,2914KK
1,1531MG
11,3165AA
115,2913LV
27,2931LC
14,2771CE
2,2861DZ
2,1687JB
57,2761BR
5,2964LE
11,2742RB
37,3088EC
45,2931LC
16,3545NJ
23,3738EV
18,3991BR
5,3401MX
14,3417XS
79,3602AJ
31,4941VX
1,3417XS
64,2741EZ
47,3474HS
4,3903LJ
66,3434KW
1,3417XS
1,3439MX
193,3921AE
18,3621LV
23,4704RG
1,3821BR
2,7554TS
20,5651GG
25,1047HG
42,3903WH
19,3905NA
95,3411EG
53,6661KC
1,3528BA
12,3901HA
195,5654AN
91,3543AC
9,3961TJ
36,1396JM
5,3542AH
5,1069CD
18,3534AM
5,3621LP
36,3411JG
10,8263CB
22,3641SB
76,3433DJ
98,3981AS
81,3958CB
4,3446CC
30,3528AE
3,8441BH
2,6131AS
61,6412AA
27,6221BT
5,6512AA
8,6041GN
2,6131AS
1,5913AA
12,3901HA
11,8271RA
8,3454TT
30,3403NJ
213,1118AV
35,3906BA
8,3821BR
9,3734GG
31,7963RS
5,3634AA
90,3401NZ
224,3523VR
15,3904HG
26,6581WZ
57,3525VN
7,8211AA
15,3449HW
4,3602AE
11,3602AG
40,3641RR
15,4051CG
10,3738DE
19,3411AX
8,3903CP
38,3011BM
766,2132NM
16,4131PB
2,3437VA
45,1391SL
313,3722XM
4,5482MA
12,3439LC
2,3411WS
19,6921RE
66,3632WJ
12,3953BR
14,3461EA
35,3454CL
14,3411BP
6,3411CD
50,3911VE
73,3411AR
25,4122GJ
48,3825EM
21,7587RM
17,4131NR
32,3832RC
15,7942JC
4,3821AH
7,5663PG
51,4817BL
4,3751LS
43,3971MB
131,3513AD
76,3981VC
38,3011BM
16,3648NM
2,3446BM
25,3053JD
5,9944BT
5,9944BT
224,3905LT
4,3606AB
5,3442AG
5,3417EV
71,3526KT
369,3405CM
12,3903AZ
6,3971HN
98,3527KR
14,3905TG
16,4131PB
179,1101CN
1,3542DW
20,6199AB
5,3832KP
19,4561BE
58,3451ZC
20,4124BC
8,3993DV
4,5951DL
111,3454EK
46,3454CR
22,3738CR
23,1118LA
63,3044CJ
12,3439LC
66,3972TC
2,4143HM
122,3405BG
2,5317JX
4,3447GS
21,4126RT
1,3402AS
28,4023AB
54,3971AC
24,3297VA
255,3523PH
7,5321HH
33,3534AM
15,4051CG
18,3515XL
33,4004LK
63,3947MB
7,3433PH
4,4126RC
20,3421TV
4,3621NS
5,6629AM
111,6657AR
75,4041EA
85,6658BC
34,3992LS
11,3704HA
51,3972RK
29,3903KE
3,3481LK
80,3931MT
5,4004JM
44,3927GG
51,2723RB
1,6612AE
54,3752HC
76,6824BM
164,3791PM
700,3083AS
48,1394PC
16,1394AV
41,1272ER
17,1216BC
12,1243HV
29,7325WZ
23,1382LG
24,3762EC
16,8102CC
42,3454PE
11,3812PX
9,3927GG
76,6545AG
47,6716BZ
2,3927CN
30,3741WD
100,3765ES
9,3821BN
10,3897AC
22,1251LL
47,6716BZ
38,3755BB
23,1394AS
23,1394AS
62,3899AW
21,3927GG
124,1071PL
9,5916PJ
23,1401GC
24,3762EC
34,1412GP
1,6211GZ
163,1223JE
62,3743KM
11,2722NA
25,1394AC
10,3824MR
34,1276AC
20,3862JG
36,1101AH
1,4131PD
8,3925RJ
116,3953MJ
42,3823GA
2,4751XK
90,1402NW
14,3755BS
47,6716BZ
5,3743BK
27,3861RJ
1,3813EE
27,1251MA
72,1338CC
33,3454PJ
14,8231KD
24,1338TK
1,8255JG
1,8255JG
30,3861LH
64,1213XE
13,3812GZ
39,8243PG
10,1047BJ
184,1506EK
10,1047BJ
13,1042AN
77,1101CX
181,2106MH
4,1042AS
124,1078EN
183,1051LJ
36,1042AA
36,1042AA
5,1047HN
2,3161WD
13,1042AN
10,1044AB
13,1042AN
6,1118AP
228,1017AK
28,1044AL
12,3165AD
22,1013BL
35,1047BP
243,1118AV
2,3261KN
115,8254KB
1,1046AW
2,1185ZP
3,1047BE
50,1118LE
64,2121VK
13,1506RZ
12,1079WC
80,1047HM
122,1022AG
20,2661CP
5,1101EZ
18,1111VL
4,1042AB
100,1047HM
52,2987VE
2,3165AL
18,1432JH
4,1013BT
207,1213TR
12,2491BJ
19,3089JH
10,1044AB
2,4814DB
28,1191AC
28,1191AC
110,1112AP
261,1024KM
238,1101CM
28,1191AC
1,3161GR
189,1015MA
32,5222AL
48,1013BM
8,3016DE
526,1023BX
116,1051LJ
1,6598MH
21,5928SJ
37,1119NG
36,1042AA
36,1042AA
111,2132LS
444,1017BZ
80,1047HM
17,1046AR
80,1047HM
4,1059VM
110,1118AS
2,5928LH
36,1042AA
13,3161HK
12,7207GL
112,1066ML
249,1432CM
1,1118EC
50,3194AB
124,1011AB
4,1045AL
95,1112AW
8,4131NJ
36,1042AA
2,8411WK
7,1083HJ
1431,1077XX
371,1508WN
105,1042BB
47,3115JD
4,3194AB
14,1422AD
14,4184EW
333,1077XX
1,1383HT
33,1625NW
28,1191AC
36,1042AA
1,1042AA
20,1327HA
4,1042AS
3,2408AX
2,5928SJ
125,1056RC
1431,1077XX
44,1942AR
21,1014BA
553,1023BS
168,1013HB
17,5651GG
5,8028PK
9,6921RG
27,6422PE
54,5657EB
87,1541AN
46,1505HH
30,5341GM
271,1432KB
63,3088GB
2,1438BB
19,1033SN
13,1054AH
9,1101BA
55,1975AG
1,1972LV
1,1118DT
17,1948ND
31,1013BE
182,1118LN
13,1175RB
126,1077XV
24,4501BD
30,1948PV
39,1975AG
6,5657ES
32,6199AD
17,1437EK
42,5048AZ
495,3016DR
15,1437EK
172,1119PS
313,1431GB
202,1118LN
2,1118DS
35,1942ES
6489,4836LH
71,1119MD
100,1781AR
1,1118EA
44,3165AB
24,1119NL
40,1118LM
202,1118LN
327,1171VC
10,1976BV
2,1118EB
27,6199AC
7,1437EK
1,4782SM
22,3044AW
42,1118LB
7,2153GB
9,1948NP
30,1948PV
36,2156LE
313,1431GB
202,1118LN
42,1118LM
6,2131GK
16,3089KG
202,1118LN
2,8171MB
118,9207JD
2,3045AK
3,2231BZ
1,1118CL
26,1117BC
47,1118DT
1,1118LC
337,7524PT
5,5684PB
20,5913AE
39,2152CW
103,2406BE
18,6199AB
70,3316BL
45,9761TA
300,1438AN
2750,5657DZ
27,3088EA
44,1118LM
202,1118LN
83,3087BM
300,1438AN
1,7271AZ
42,1012DP
31,1119NT
17,8932HL
6,5234GM
31,1118EE
19,1042AC
24,1119NL
31,2133JN
2,1118LB
22,2984BT
